TripID,Timestamp,Latitude,Longitude,Origin,Destination,Mode,Speed_kmh,Distance_m,Duration_s,DayOfWeek,Hour,AgeGroup,Gender,Weather
1570,2025-06-23 07:01:37,31.939128,35.972121,Airport,Home,bus,41.79,18300.3,1546,Monday,7,25-34,M,sunny
1571,2025-09-12 04:03:56,31.978828,35.936076,Home,Station,walk,5.95,1064.0,691,Friday,4,55+,M,sunny
1572,2025-08-13 11:10:36,31.917371,35.98436,Work,Cafe,car,44.57,14945.2,1250,Wednesday,11,35-44,F,sunny
1573,2025-07-27 03:40:13,31.963807,35.954624,University,Market,bus,21.79,37691.4,6245,Sunday,3,25-34,M,sunny
1574,2025-08-16 20:45:39,31.914303,35.950822,University,Park,car,34.92,10166.3,1075,Saturday,20,18-24,M,sunny
1575,2025-07-17 15:52:38,31.968993,35.906898,Work,Park,bike,16.92,6431.9,1329,Thursday,15,25-34,F,cloudy
1576,2025-09-03 16:07:10,31.953931,35.953609,Mall,Park,car,48.93,28166.3,2108,Wednesday,16,18-24,F,sunny
1577,2025-08-25 21:05:36,31.906546,35.920041,Market,Work,walk,5.98,418.6,256,Monday,21,18-24,F,rain
1578,2025-08-13 05:40:49,31.989942,35.925852,Work,Airport,walk,5.3,1290.8,833,Wednesday,5,18-24,F,sunny
1579,2025-07-03 00:45:57,31.932962,35.920539,Home,Hospital,walk,4.1,1507.4,1320,Thursday,0,35-44,M,windy
1580,2025-09-11 14:51:25,31.930692,35.913013,Home,Market,walk,6.07,1579.1,896,Thursday,14,25-34,M,hot
1581,2025-07-25 14:10:51,31.961017,36.008743,Hospital,Market,car,34.86,20766.6,2106,Friday,14,<18,M,windy
1582,2025-09-06 14:51:50,31.989459,35.98494,Hospital,Park,bus,37.28,13561.6,1321,Saturday,14,35-44,M,cloudy
1583,2025-06-21 15:25:02,31.924525,36.002611,Hospital,Airport,walk,4.69,1235.3,960,Saturday,15,25-34,M,rain
1584,2025-06-27 19:54:48,31.95685,35.908313,Hospital,Mall,taxi,56.84,13059.4,851,Friday,19,25-34,F,sunny
1585,2025-06-30 10:14:20,31.967864,35.947138,Market,Market,taxi,36.39,3249.5,372,Monday,10,18-24,M,sunny
1586,2025-07-01 11:23:05,31.975793,35.906195,Market,Home,taxi,36.21,18924.1,1839,Tuesday,11,25-34,M,cloudy
1587,2025-07-15 16:40:21,31.960293,35.924129,Airport,Station,bus,29.42,30033.4,3709,Tuesday,16,55+,M,cloudy
1588,2025-08-19 11:52:58,31.943989,35.917456,University,Airport,car,32.62,5573.5,648,Tuesday,11,18-24,F,hot
1589,2025-07-17 19:08:07,31.930172,35.982188,Cafe,Park,walk,3.92,858.2,789,Thursday,19,18-24,M,sunny
1590,2025-09-09 08:04:41,31.957584,35.933113,Market,Market,car,32.32,7525.0,898,Tuesday,8,18-24,M,sunny
1591,2025-09-05 04:45:55,31.922836,35.977051,Park,Work,car,53.12,18719.3,1253,Friday,4,18-24,M,cloudy
1592,2025-08-31 18:56:32,31.867359,35.963124,Home,University,bus,23.23,5084.9,733,Sunday,18,25-34,M,hot
1593,2025-07-09 05:01:58,31.968097,36.014109,Cafe,University,taxi,36.29,28102.4,2755,Wednesday,5,35-44,M,sunny
1594,2025-08-12 19:26:55,31.982118,35.900617,Home,Hospital,car,62.28,9389.8,579,Tuesday,19,45-54,M,sunny
1595,2025-08-05 05:32:34,31.884112,35.982777,Hospital,Market,car,49.44,7423.5,542,Tuesday,5,18-24,M,sunny
1596,2025-06-27 22:05:36,31.924708,35.979393,Market,Cafe,walk,6.11,1816.1,1039,Friday,22,25-34,F,sunny
1597,2025-07-13 21:49:36,31.973575,35.915799,Cafe,Mall,walk,7.43,377.1,130,Sunday,21,25-34,M,sunny
1598,2025-08-03 16:02:17,32.016725,35.975214,Mall,Work,car,39.0,8476.3,755,Sunday,16,25-34,F,sunny
1599,2025-07-31 21:17:00,31.955624,35.955084,Airport,Home,car,22.73,15491.1,2440,Thursday,21,25-34,M,rain
1600,2025-07-01 19:58:44,31.93316,35.938176,Park,Airport,bus,36.57,16212.2,1564,Tuesday,19,18-24,M,sunny
1601,2025-09-09 09:35:47,31.949513,35.920282,Park,Home,car,37.95,1133.7,52,Tuesday,9,25-34,M,sunny
1602,2025-06-30 12:47:06,31.996246,35.923427,University,Market,scooter,31.2,6672.0,794,Monday,12,25-34,M,cloudy
1603,2025-08-14 22:35:18,31.935621,36.006494,Hospital,Station,car,21.68,3730.3,585,Thursday,22,35-44,M,windy
1604,2025-08-20 12:17:32,31.931024,35.94502,Park,University,bus,22.79,10374.0,1644,Wednesday,12,35-44,M,hot
1605,2025-08-10 02:49:32,31.940518,35.968464,Station,Market,walk,4.34,363.8,357,Sunday,2,18-24,F,sunny
1606,2025-08-31 11:35:25,31.9264,35.921273,Station,Airport,bus,29.35,5003.2,654,Sunday,11,18-24,F,windy
1607,2025-08-06 09:08:25,31.95868,35.921604,Work,Market,car,27.4,15458.2,2017,Wednesday,9,45-54,F,sunny
1608,2025-08-29 22:14:09,32.00374,35.97746,Park,Cafe,walk,5.43,803.1,521,Friday,22,25-34,M,cloudy
1609,2025-06-19 05:00:44,31.964692,35.904513,Cafe,Cafe,walk,4.28,970.7,816,Thursday,5,45-54,F,cloudy
1610,2025-06-20 17:55:22,31.947429,35.932544,Market,University,scooter,25.08,7352.2,1112,Friday,17,18-24,M,sunny
1611,2025-08-13 09:15:56,31.946246,35.946021,Mall,Station,walk,6.67,1357.2,730,Wednesday,9,25-34,F,sunny
1612,2025-08-07 13:33:05,31.908104,35.948341,University,Airport,car,36.84,12905.3,1313,Thursday,13,25-34,M,sunny
1613,2025-08-14 06:09:58,31.981493,35.939627,Hospital,Park,car,45.21,20186.7,1552,Thursday,6,45-54,M,rain
1614,2025-08-24 16:21:25,31.952665,35.956875,Work,Mall,car,40.04,27244.9,2394,Sunday,16,18-24,F,sunny
1615,2025-07-24 03:33:10,31.949586,35.965786,Cafe,Market,bus,29.45,36529.1,4488,Thursday,3,18-24,F,cloudy
1616,2025-08-13 03:56:47,32.050793,35.967039,Home,Airport,car,26.74,10355.7,1375,Wednesday,3,25-34,M,sunny
1617,2025-07-31 11:29:15,31.963963,35.915426,Station,Station,car,38.77,3138.6,244,Thursday,11,45-54,M,sunny
1618,2025-08-12 02:23:59,31.932446,35.936475,Market,Park,taxi,49.02,26506.1,1976,Tuesday,2,45-54,M,hot
1619,2025-07-12 17:24:58,31.942209,35.980843,Work,Market,bus,33.07,39156.8,4268,Saturday,17,55+,F,cloudy
1620,2025-09-10 18:05:23,31.989453,35.971839,Cafe,Hospital,bus,22.97,6235.6,998,Wednesday,18,55+,M,windy
1621,2025-07-30 02:53:10,31.958398,35.903814,Hospital,Work,car,26.81,22606.1,3081,Wednesday,2,<18,F,sunny
1622,2025-08-28 01:51:07,31.911852,35.955544,Mall,University,walk,4.81,324.3,217,Thursday,1,<18,M,sunny
1623,2025-08-17 07:18:20,31.982577,35.885653,Market,Hospital,car,32.82,17023.1,1913,Sunday,7,18-24,M,sunny
1624,2025-07-13 10:10:57,31.934956,35.946408,Hospital,Market,car,33.85,26322.3,2833,Sunday,10,25-34,F,sunny
1625,2025-06-23 05:20:50,32.011199,36.001933,Airport,Home,walk,4.16,1170.4,985,Monday,5,35-44,M,sunny
1626,2025-06-22 01:08:15,31.987401,35.916563,Hospital,Station,bike,15.05,6481.4,1564,Sunday,1,45-54,M,cloudy
1627,2025-07-26 05:16:24,31.94158,35.91997,Hospital,Station,walk,5.71,1224.2,780,Saturday,5,18-24,M,sunny
1628,2025-07-30 05:42:28,31.99343,35.967921,Mall,Airport,car,32.48,16677.2,1860,Wednesday,5,25-34,F,sunny
1629,2025-07-05 00:24:54,31.957036,35.898716,Park,University,bus,23.67,38703.6,5848,Saturday,0,45-54,F,sunny
1630,2025-08-10 06:06:42,31.980583,35.926017,Airport,Park,walk,3.58,557.2,548,Sunday,6,25-34,F,sunny
1631,2025-07-14 18:54:13,31.969542,35.962893,University,Market,car,41.76,4575.6,417,Monday,18,18-24,F,cloudy
1632,2025-08-20 07:23:21,31.929609,35.925971,Work,Home,taxi,48.76,14552.1,1062,Wednesday,7,25-34,F,sunny
1633,2025-08-21 17:35:49,31.935694,35.937921,Cafe,Park,walk,4.87,1740.4,1272,Thursday,17,25-34,M,sunny
1634,2025-09-02 03:00:16,31.985899,35.967326,Cafe,University,car,45.98,8436.4,675,Tuesday,3,25-34,M,sunny
1635,2025-09-12 10:32:01,31.944957,35.957646,Home,Airport,taxi,51.65,27700.0,1953,Friday,10,25-34,F,windy
1636,2025-06-28 10:10:49,31.942891,35.953005,University,Work,taxi,42.4,15088.9,1335,Saturday,10,<18,F,windy
1637,2025-07-20 00:05:32,31.926346,35.934826,University,Park,walk,3.97,277.6,297,Sunday,0,55+,M,cloudy
1638,2025-08-06 04:53:31,31.967708,35.956102,University,Home,walk,3.85,631.4,539,Wednesday,4,25-34,M,sunny
1639,2025-07-15 09:00:57,32.016876,35.941288,University,Mall,walk,4.04,1977.3,1767,Tuesday,9,25-34,M,sunny
1640,2025-07-28 15:18:22,31.922974,35.958734,Mall,Station,car,58.3,5443.7,308,Monday,15,55+,M,cloudy
1641,2025-07-10 17:27:51,31.955727,35.930092,Park,Park,car,61.72,2611.8,140,Thursday,17,18-24,M,hot
1642,2025-07-08 23:13:49,31.997367,35.939523,Mall,Cafe,car,36.46,21793.0,2207,Tuesday,23,18-24,F,hot
1643,2025-06-25 08:50:19,31.952611,35.915301,Work,Home,car,51.07,17109.3,1174,Wednesday,8,35-44,M,rain
1644,2025-07-12 18:35:00,31.968571,35.94395,Airport,Mall,walk,6.57,656.3,365,Saturday,18,18-24,F,sunny
1645,2025-07-21 05:29:21,31.923128,35.92067,Home,Cafe,car,26.93,5217.1,688,Monday,5,35-44,F,windy
1646,2025-08-11 00:56:26,31.967849,35.911579,Mall,Hospital,car,57.58,20998.3,1297,Monday,0,18-24,F,cloudy
1647,2025-07-08 23:59:21,31.949386,35.95276,Work,Cafe,car,37.59,24713.3,2410,Tuesday,23,<18,M,rain
1648,2025-09-02 12:47:23,31.984572,35.951382,Airport,Hospital,car,37.11,20143.4,2005,Tuesday,12,25-34,M,sunny
1649,2025-07-01 00:40:36,31.990622,35.968486,Work,Home,car,28.52,12492.1,1560,Tuesday,0,18-24,M,sunny
1650,2025-07-16 02:59:12,32.032687,35.932066,Park,Airport,bike,20.52,5677.0,997,Wednesday,2,35-44,M,sunny
1651,2025-08-07 15:31:46,31.972389,35.957242,Work,University,walk,5.09,1941.6,1414,Thursday,15,25-34,M,sunny
1652,2025-07-14 19:11:23,31.964774,35.961524,Market,Home,bike,20.13,7667.7,1372,Monday,19,45-54,F,sunny
1653,2025-08-24 08:04:03,31.960832,35.958343,Work,University,walk,6.48,1132.2,682,Sunday,8,35-44,M,rain
1654,2025-07-31 11:58:44,31.944405,35.92023,Mall,Station,car,36.63,15840.9,1573,Thursday,11,18-24,F,sunny
1655,2025-08-01 23:31:52,31.965155,35.949481,Work,Mall,walk,5.13,1811.1,1210,Friday,23,35-44,F,sunny
1656,2025-07-31 13:02:47,31.946138,35.955924,Mall,Work,walk,4.24,1582.3,1347,Thursday,13,25-34,F,sunny
1657,2025-07-14 10:10:22,31.960054,35.945215,Airport,Work,car,34.75,11395.0,1232,Monday,10,35-44,F,sunny
1658,2025-06-18 17:47:10,31.994528,35.882406,Market,Market,car,44.42,7762.9,586,Wednesday,17,35-44,M,hot
1659,2025-09-09 17:25:42,31.924804,35.949815,Airport,Work,car,47.58,11578.7,872,Tuesday,17,25-34,F,sunny
1660,2025-08-01 03:29:08,31.989196,36.011376,Work,Home,car,22.45,17260.2,2728,Friday,3,25-34,M,sunny
1661,2025-09-11 15:46:07,31.994513,35.934199,University,Cafe,car,22.69,3766.7,566,Thursday,15,25-34,F,windy
1662,2025-07-06 00:26:14,31.951458,35.923158,Home,Home,taxi,35.01,26863.3,2711,Sunday,0,18-24,M,rain
1663,2025-07-18 09:58:44,31.891344,35.9562,Station,Park,walk,5.34,550.0,375,Friday,9,18-24,M,sunny
1664,2025-06-21 04:53:34,31.936765,35.954371,University,Hospital,car,53.25,1416.7,117,Saturday,4,25-34,M,cloudy
1665,2025-07-31 04:41:49,31.99391,35.980782,Market,Station,taxi,40.58,1633.1,119,Thursday,4,18-24,M,cloudy
1666,2025-09-04 01:34:43,31.954314,35.907264,Airport,Park,bus,28.03,39757.9,5073,Thursday,1,18-24,M,cloudy
1667,2025-08-14 12:55:38,31.925021,35.966941,Market,Station,walk,5.7,394.6,208,Thursday,12,<18,M,sunny
1668,2025-07-29 00:11:35,31.939857,35.962713,Park,Work,car,31.29,16662.7,1880,Tuesday,0,25-34,F,hot
1669,2025-08-03 22:58:39,31.980219,35.940736,Airport,Park,walk,5.1,1211.4,815,Sunday,22,25-34,M,sunny
1670,2025-08-31 21:37:04,31.971402,35.955161,Work,Hospital,car,38.7,3498.8,311,Sunday,21,35-44,M,sunny
1671,2025-07-25 10:31:46,31.947832,35.975884,Airport,Airport,car,41.59,27726.2,2416,Friday,10,25-34,M,sunny
1672,2025-09-04 01:49:47,31.943995,35.971169,University,Hospital,car,51.75,27582.1,1949,Thursday,1,25-34,M,sunny
1673,2025-08-21 03:08:34,31.943247,35.910709,Home,Cafe,car,23.94,23320.3,3550,Thursday,3,25-34,M,windy
1674,2025-08-24 09:39:22,31.927328,35.969605,Work,University,car,39.24,8664.3,749,Sunday,9,35-44,F,sunny
1675,2025-07-19 14:09:00,32.003461,35.943059,Cafe,Station,car,47.54,23743.6,1822,Saturday,14,25-34,M,sunny
1676,2025-07-22 16:58:54,31.94533,35.947186,University,Home,bus,34.06,12413.8,1281,Tuesday,16,55+,M,sunny
1677,2025-08-06 23:32:02,31.991515,35.947196,Hospital,Hospital,bus,17.76,20668.4,4182,Wednesday,23,45-54,M,sunny
1678,2025-07-04 04:10:51,32.000639,35.940493,Work,Mall,walk,2.92,418.0,558,Friday,4,35-44,M,windy
1679,2025-08-05 10:41:13,31.984949,35.980751,Work,Station,car,46.75,16419.6,1246,Tuesday,10,45-54,M,sunny
1680,2025-06-23 06:33:14,31.942051,35.942488,University,University,walk,1.43,1657.8,4205,Monday,6,25-34,F,cloudy
1681,2025-08-01 00:55:02,31.967112,35.911414,Park,Mall,car,24.32,20230.7,2948,Friday,0,25-34,M,cloudy
1682,2025-08-24 10:50:18,31.954274,35.933194,Airport,Airport,taxi,41.01,24122.1,2118,Sunday,10,35-44,M,cloudy
1683,2025-07-11 19:55:19,31.927889,35.950361,Hospital,Airport,bus,38.79,7583.6,729,Friday,19,35-44,F,cloudy
1684,2025-09-13 16:09:41,31.964731,35.981876,Market,Station,car,26.34,10915.9,1492,Saturday,16,45-54,M,sunny
1685,2025-08-16 21:23:11,31.919629,35.963093,Work,Mall,bike,20.15,6905.1,1234,Saturday,21,35-44,F,rain
1686,2025-06-27 08:21:26,31.99063,35.919484,Airport,Park,walk,5.77,1921.3,1164,Friday,8,55+,M,cloudy
1687,2025-09-12 09:54:15,31.941061,36.019556,Station,Work,car,68.47,13053.6,701,Friday,9,25-34,M,cloudy
1688,2025-07-22 02:33:27,31.961035,35.952943,Station,Mall,walk,4.44,236.8,152,Tuesday,2,35-44,F,hot
1689,2025-08-27 04:42:12,31.963499,35.983262,Market,Mall,car,53.78,24341.7,1651,Wednesday,4,35-44,M,rain
1690,2025-07-17 04:08:59,31.947233,35.940449,Mall,Cafe,walk,4.56,1795.5,1463,Thursday,4,35-44,F,rain
1691,2025-09-09 03:51:16,31.972601,35.961001,Hospital,Market,car,40.39,4115.3,358,Tuesday,3,25-34,M,windy
1692,2025-08-23 14:27:01,31.940753,35.970184,Station,Park,walk,4.22,481.4,352,Saturday,14,35-44,F,sunny
1693,2025-07-04 13:41:26,31.981139,35.981546,Home,Market,taxi,39.92,22997.8,2044,Friday,13,45-54,F,sunny
1694,2025-08-01 11:25:48,31.914621,35.976721,Market,Mall,car,49.44,2867.1,153,Friday,11,18-24,F,sunny
1695,2025-07-31 15:53:37,31.958791,35.971166,University,Mall,car,57.61,4868.8,260,Thursday,15,25-34,F,sunny
1696,2025-06-20 17:34:50,32.013168,35.935547,University,Home,walk,3.99,719.1,661,Friday,17,25-34,F,rain
1697,2025-06-28 23:43:26,31.92499,35.927848,Cafe,Cafe,car,41.87,29155.8,2521,Saturday,23,55+,M,cloudy
1698,2025-07-16 15:05:36,31.934668,35.954978,Home,Market,walk,4.35,1671.4,1343,Wednesday,15,25-34,M,cloudy
1699,2025-07-29 07:00:46,31.970417,35.972994,Hospital,Market,car,42.4,16029.3,1317,Tuesday,7,18-24,M,hot
1700,2025-07-27 18:49:14,31.960387,35.938318,Station,Home,bus,38.83,17437.7,1636,Sunday,18,25-34,M,sunny
1701,2025-08-10 05:14:53,31.965519,35.976955,Mall,University,car,35.4,2630.5,272,Sunday,5,35-44,F,cloudy
1702,2025-08-02 01:13:04,31.969676,35.988579,Hospital,Station,car,44.6,28488.9,2244,Saturday,1,18-24,M,sunny
1703,2025-07-16 04:07:54,31.974042,35.91751,Park,Work,car,31.04,21236.8,2517,Wednesday,4,25-34,M,sunny
1704,2025-08-10 19:57:09,31.988291,35.919892,Hospital,Home,scooter,25.98,8269.8,1158,Sunday,19,45-54,F,sunny
1705,2025-07-01 06:43:47,31.967295,35.940789,University,Park,taxi,47.93,24326.7,1785,Tuesday,6,45-54,M,rain
1706,2025-09-13 19:27:19,31.947762,35.954228,Cafe,Hospital,car,32.54,8231.3,857,Saturday,19,18-24,M,sunny
1707,2025-08-22 04:39:19,31.975177,35.929263,Station,University,car,32.32,26647.2,2929,Friday,4,55+,M,rain
1708,2025-07-13 14:04:18,32.011996,35.985566,Market,Airport,car,54.46,8313.0,522,Sunday,14,35-44,M,sunny
1709,2025-07-16 22:17:31,31.951021,35.957722,Station,Hospital,walk,7.52,1767.2,904,Wednesday,22,18-24,F,sunny
1710,2025-08-30 04:49:50,31.925764,35.946183,Airport,Home,car,32.94,16214.0,1735,Saturday,4,<18,M,sunny
1711,2025-08-03 13:34:46,31.988212,35.901923,University,University,car,49.51,9997.1,732,Sunday,13,18-24,M,sunny
1712,2025-08-19 10:36:12,31.951389,35.905526,Cafe,Airport,walk,4.61,250.9,186,Tuesday,10,35-44,F,hot
1713,2025-07-13 15:16:23,31.88982,35.95343,Airport,Mall,walk,6.74,158.5,100,Sunday,15,<18,M,sunny
1714,2025-08-29 01:44:34,31.980423,35.881022,Home,Cafe,car,37.21,17990.6,1752,Friday,1,18-24,F,hot
1715,2025-07-19 19:22:42,31.93894,35.975379,Mall,Hospital,bus,35.64,12885.7,1322,Saturday,19,35-44,F,hot
1716,2025-08-16 07:08:50,31.952284,35.940255,Hospital,Hospital,car,41.56,9086.3,729,Saturday,7,25-34,M,hot
1717,2025-09-12 20:18:19,31.964959,36.042293,Park,Home,car,20.01,22354.0,4073,Friday,20,35-44,M,sunny
1718,2025-08-08 04:31:19,31.960715,36.014237,Work,Hospital,car,31.69,19610.8,2259,Friday,4,35-44,M,windy
1719,2025-08-27 08:42:57,31.976284,35.939557,Work,Mall,car,46.86,27766.5,2166,Wednesday,8,18-24,F,sunny
1720,2025-08-20 22:25:33,31.941935,35.94181,Market,Market,car,45.55,13497.2,1090,Wednesday,22,45-54,M,sunny
1721,2025-08-17 13:53:59,31.970393,35.974867,Cafe,University,car,42.86,24690.1,2118,Sunday,13,18-24,M,sunny
1722,2025-06-19 01:17:00,31.947214,35.996095,Home,Hospital,walk,7.17,1005.9,481,Thursday,1,25-34,F,windy
1723,2025-07-29 08:50:25,31.977164,35.895859,University,University,car,48.74,2948.1,167,Tuesday,8,25-34,M,sunny
1724,2025-09-11 16:35:53,31.973461,35.891409,Park,Airport,bike,17.21,2037.2,393,Thursday,16,18-24,M,sunny
1725,2025-08-26 02:47:53,31.926937,35.926339,Market,Airport,car,19.89,2287.3,410,Tuesday,2,55+,F,sunny
1726,2025-08-25 12:14:07,31.987579,35.962482,Home,Hospital,taxi,49.29,11704.9,871,Monday,12,25-34,M,sunny
1727,2025-08-07 15:24:57,31.938921,35.959906,Mall,Hospital,walk,3.22,429.0,479,Thursday,15,18-24,F,sunny
1728,2025-08-20 13:56:59,31.979242,35.977093,University,Airport,car,39.94,15744.1,1470,Wednesday,13,45-54,F,rain
1729,2025-08-08 04:08:08,31.966019,35.909009,Work,Park,car,25.27,18034.3,2570,Friday,4,25-34,M,sunny
1730,2025-07-02 00:01:53,32.010146,35.875516,Mall,Airport,bus,33.89,36212.9,3807,Wednesday,0,35-44,F,windy
1731,2025-08-12 06:25:12,31.948296,35.97074,Market,Park,car,51.51,27890.9,1917,Tuesday,6,25-34,M,cloudy
1732,2025-08-11 10:21:17,31.94452,35.920154,Cafe,Work,car,39.14,3679.4,384,Monday,10,35-44,F,hot
1733,2025-08-31 08:38:47,31.954417,35.884445,Airport,Mall,bus,29.57,24347.9,2956,Sunday,8,<18,M,sunny
1734,2025-06-29 22:55:15,31.945905,35.949352,Cafe,Mall,car,30.83,13350.6,1574,Sunday,22,18-24,M,cloudy
1735,2025-08-16 22:05:44,31.978998,35.968795,University,University,car,51.31,1060.4,32,Saturday,22,25-34,M,sunny
1736,2025-06-19 11:55:04,31.906511,35.941338,Mall,Cafe,car,26.07,29074.1,4055,Thursday,11,18-24,M,sunny
1737,2025-09-09 23:50:55,31.92339,35.931265,Hospital,Home,bus,31.25,6142.6,721,Tuesday,23,35-44,F,rain
1738,2025-06-26 13:05:59,31.922966,35.940219,Cafe,University,walk,4.88,552.4,452,Thursday,13,25-34,F,cloudy
1739,2025-06-18 08:37:48,31.983509,35.933883,Station,Hospital,car,43.81,11519.3,984,Wednesday,8,18-24,F,rain
1740,2025-07-14 21:18:04,32.006318,35.904559,Mall,Station,car,48.18,28791.0,2114,Monday,21,<18,M,cloudy
1741,2025-06-30 06:49:01,31.951867,35.92356,Market,Airport,car,38.43,17626.5,1670,Monday,6,35-44,M,sunny
1742,2025-08-17 19:12:21,31.949935,35.960638,Cafe,Station,car,49.37,29058.1,2142,Sunday,19,35-44,F,cloudy
1743,2025-07-23 14:08:26,31.957102,35.95465,Airport,Work,car,39.64,25573.2,2327,Wednesday,14,25-34,M,sunny
1744,2025-08-25 09:39:56,31.989856,35.950042,Market,Work,walk,5.41,673.8,421,Monday,9,25-34,F,sunny
1745,2025-09-07 12:03:02,31.927179,35.915146,Airport,Market,car,29.24,7066.4,831,Sunday,12,18-24,F,cloudy
1746,2025-09-03 05:00:42,31.962151,35.939555,Hospital,Work,car,35.89,20049.3,2043,Wednesday,5,25-34,M,hot
1747,2025-08-21 21:08:02,31.984256,35.879688,Station,University,scooter,12.13,4327.6,1311,Thursday,21,<18,F,sunny
1748,2025-06-22 06:15:11,31.970033,35.950354,Hospital,Airport,bike,15.19,3298.9,764,Sunday,6,25-34,F,sunny
1749,2025-06-29 01:59:01,31.960687,35.987866,Station,Home,bus,36.05,15020.1,1557,Sunday,1,25-34,F,sunny
1750,2025-07-05 07:35:01,31.985031,35.900776,Home,University,car,37.95,20369.1,1930,Saturday,7,45-54,M,sunny
1751,2025-07-15 21:49:57,31.873903,35.927422,Work,Airport,walk,4.89,1391.8,1040,Tuesday,21,25-34,M,rain
1752,2025-08-15 06:08:07,31.975336,35.954873,Airport,Cafe,car,44.0,9581.8,798,Friday,6,35-44,M,rain
1753,2025-08-02 22:45:22,31.935378,35.982585,Home,Cafe,walk,5.61,1960.6,1206,Saturday,22,25-34,M,cloudy
1754,2025-07-14 21:25:52,31.900081,35.931553,Mall,Park,taxi,23.91,14140.9,2098,Monday,21,45-54,M,rain
1755,2025-07-02 05:47:58,31.970336,35.924232,Station,Airport,bus,25.28,26445.5,3753,Wednesday,5,25-34,F,sunny
1756,2025-09-06 17:54:49,31.99621,35.885932,Hospital,Home,bike,10.56,4385.3,1483,Saturday,17,25-34,F,sunny
1757,2025-07-17 11:09:06,31.950877,35.948103,Home,Hospital,bike,13.84,5136.3,1292,Thursday,11,45-54,M,sunny
1758,2025-07-18 12:59:07,31.983586,36.006262,Hospital,Station,car,55.69,3539.6,181,Friday,12,<18,M,rain
1759,2025-08-25 03:13:24,32.003368,35.953321,Station,Park,car,47.72,27001.4,1978,Monday,3,18-24,F,cloudy
1760,2025-08-20 12:55:21,31.994447,35.944332,Hospital,Market,car,39.92,10784.0,937,Wednesday,12,18-24,M,cloudy
1761,2025-08-13 13:16:23,32.004199,35.954662,University,Cafe,car,58.91,10860.3,669,Wednesday,13,35-44,F,sunny
1762,2025-08-18 01:16:56,31.977264,35.944667,University,Hospital,car,43.01,2881.5,291,Monday,1,<18,F,sunny
1763,2025-08-10 13:29:27,31.957263,35.92061,Airport,Hospital,walk,8.02,111.1,105,Sunday,13,45-54,F,windy
1764,2025-07-03 23:00:58,31.906941,35.969698,Hospital,Station,bus,31.08,5631.9,656,Thursday,23,25-34,F,sunny
1765,2025-07-08 20:12:24,31.947618,35.951773,Mall,Market,bus,25.24,22559.9,3244,Tuesday,20,<18,F,cloudy
1766,2025-08-05 21:11:33,31.929703,35.945528,University,Mall,car,28.55,9521.4,1193,Tuesday,21,25-34,M,sunny
1767,2025-07-06 21:26:18,32.020128,35.915739,Mall,Station,bus,35.24,7511.9,812,Sunday,21,18-24,M,sunny
1768,2025-09-12 05:12:44,31.949723,35.984105,Market,Airport,walk,4.52,1041.4,788,Friday,5,25-34,M,cloudy
1769,2025-07-13 10:34:22,31.958696,35.964941,Park,University,walk,5.16,1462.7,1037,Sunday,10,35-44,M,sunny
1770,2025-07-12 15:58:28,31.971545,35.928412,Station,University,car,44.81,13505.9,1037,Saturday,15,25-34,F,cloudy
1771,2025-07-05 07:26:44,31.956308,35.975055,Station,Station,car,31.63,14402.6,1601,Saturday,7,<18,M,cloudy
1772,2025-08-19 02:30:00,32.005852,35.930073,Mall,Park,car,42.83,27544.5,2315,Tuesday,2,35-44,F,sunny
1773,2025-07-15 04:32:00,31.936321,35.92154,Work,University,bus,28.49,19521.9,2521,Tuesday,4,35-44,M,cloudy
1774,2025-07-18 01:08:25,31.960838,35.922209,Mall,University,taxi,25.71,24512.1,3450,Friday,1,35-44,M,sunny
1775,2025-09-08 16:31:06,31.932726,35.891868,Station,Mall,car,45.37,11598.2,936,Monday,16,35-44,F,sunny
1776,2025-08-27 05:48:04,31.915399,35.959146,Park,Cafe,bus,35.38,4737.4,426,Wednesday,5,18-24,M,cloudy
1777,2025-07-11 06:23:37,31.936647,35.890066,University,Airport,walk,6.6,1435.2,834,Friday,6,45-54,F,sunny
1778,2025-06-27 14:58:25,31.953889,35.908147,Mall,Home,walk,3.66,1933.5,1941,Friday,14,25-34,F,sunny
1779,2025-08-16 13:13:46,31.942121,35.882732,Hospital,Airport,car,61.28,16636.5,985,Saturday,13,<18,M,windy
1780,2025-07-20 19:51:53,31.934227,35.942418,Work,Hospital,car,32.55,5367.9,597,Sunday,19,35-44,M,sunny
1781,2025-09-12 20:52:20,31.91281,35.94049,Station,Cafe,car,62.08,28571.7,1692,Friday,20,45-54,M,rain
1782,2025-08-29 07:25:15,31.952507,35.935199,Mall,Hospital,car,20.89,11629.6,1959,Friday,7,35-44,F,rain
1783,2025-09-10 13:40:50,31.909858,35.913723,Mall,Station,car,40.34,8031.6,667,Wednesday,13,18-24,F,sunny
1784,2025-08-28 01:41:44,31.977802,35.909833,Hospital,Cafe,walk,5.46,464.2,307,Thursday,1,18-24,M,sunny
1785,2025-07-12 19:06:11,31.957473,35.958931,Market,Market,car,38.52,1635.9,176,Saturday,19,25-34,F,sunny
1786,2025-07-12 13:00:25,31.911273,35.928483,University,Home,walk,3.64,945.6,891,Saturday,13,45-54,M,sunny
